,0.178,0.706,1.068,2.068,3.198,3.943,5.883,7.107,8.011,9.840,10.866,11.903,12.922,13.707,14.550,15.488,16.196,16.900,17.608,18.313,19.012,19.689,20.412,21.055,21.808,22.510,23.209,23.911,24.677,25.310,26.007,26.705,27.468,27.779,28.420,29.000,29.600,30.100,30.551,31.540,32.120,32.743,33.650,34.898,36.073,37.225,42.359,45.230,49.070,51.095,54
0,85.87,78.15,84.49,88.45,86.68,92.31,86.98,85.08,83.48,86.5,68.71,85.09,89.83,90.06,92.09,85.08,71.91,79.9,81.58,84.51,85.0,85.24,86.26,78.0,80.75,89.35,86.44,84.91,83.47,85.79,86.18,77.43,93.08,93.33,91.91,90.08,57.0,94.0,93.0,105.97,97.94,100.0,83.16,84.22,88.86,83.75,92.25,92.67,96.33,92.0,95.0
1,90.3,78.5,86.78,83.0,87.75,86.0,86.62,85.11,,,,,,,,85.72,76.11,83.13,69.55,89.0,85.0,78.5,85.12,82.33,89.4,87.55,83.12,86.0,78.28,79.52,78.46,62.09,82.78,83.47,82.99,75.08,43.45,95.32,78.02,103.08,94.16,98.44,100.73,86.28,108.43,107.44,97.4,104.0,99.8,98.09,93.0
2,85.86,76.46,84.07,84.18,81.33,87.15,84.83,85.0,,,,,,,,84.61,74.51,80.17,79.43,79.87,84.18,80.19,79.24,72.82,79.32,80.18,78.52,83.04,82.18,83.17,83.36,71.93,86.72,87.42,94.17,77.03,49.26,89.76,94.9,97.82,93.77,101.79,90.44,84.18,88.38,97.29,98.59,87.0,97.88,89.44,88.2
3,78.86,72.51,81.68,81.6,82.5,84.43,84.98,88.32,,,,,,,,82.88,70.78,78.25,77.67,81.43,80.79,82.81,83.98,76.88,82.94,85.64,84.9,86.77,85.62,86.64,80.18,73.84,88.75,87.68,91.38,90.97,62.59,94.29,105.0,98.43,92.62,89.82,81.52,82.78,88.44,93.21,94.56,90.78,94.7,82.47,86.41
4,83.33,79.03,88.28,87.5,86.67,88.39,85.05,86.15,86.0,80.93,72.75,85.64,86.5,,93.92,85.12,72.9,81.34,80.0,85.76,84.76,84.71,87.91,79.14,84.92,87.26,85.14,86.51,84.76,85.04,80.28,74.1,86.87,87.59,89.73,86.93,61.87,85.85,95.21,94.9,94.33,91.6,87.06,86.06,95.92,97.25,89.11,84.57,86.67,93.33,85.65
5,87.19,79.48,83.77,83.46,84.11,89.86,88.03,83.17,92.63,82.74,65.93,85.93,89.8,89.71,92.6,85.59,75.77,84.55,81.7,84.78,86.26,84.79,84.47,77.42,81.89,84.62,81.84,84.29,86.66,85.9,81.42,76.57,91.06,90.88,92.54,88.74,64.04,97.31,96.54,106.59,99.81,97.38,94.38,86.74,91.19,95.04,98.05,88.75,93.54,93.12,90.59
6,81.86,77.62,83.75,81.77,79.02,87.92,85.65,89.52,88.84,80.27,71.93,85.84,90.73,88.38,93.54,83.08,72.57,81.11,79.21,82.74,85.46,84.14,86.77,82.29,89.07,91.02,89.29,88.73,90.31,90.7,83.06,74.46,90.02,88.95,91.45,86.9,59.25,89.56,100.93,96.08,96.31,90.02,84.5,89.17,103.45,100.08,96.19,88.75,104.25,93.22,85.67
7,85.15,77.63,85.28,88.68,84.89,84.72,86.29,81.69,94.1,85.92,79.97,86.62,91.06,89.79,96.64,89.93,78.13,83.61,81.85,87.5,90.96,86.13,87.05,80.75,89.26,88.86,86.96,86.09,87.91,85.06,81.38,75.5,90.85,88.85,89.2,91.54,59.04,93.21,101.33,99.07,98.58,92.82,89.86,85.9,93.32,92.29,93.48,91.14,98.06,77.89,86.18
8,78.0,76.19,87.46,80.44,73.99,81.46,87.49,85.16,89.48,83.48,77.56,83.28,92.35,87.84,88.7,83.3,76.26,84.93,82.74,79.43,85.79,85.03,85.78,79.55,84.67,84.09,84.79,88.81,84.83,82.36,82.67,75.61,88.5,86.69,88.38,91.24,64.83,90.33,88.6,94.83,90.58,96.63,89.67,88.04,103.37,90.47,97.7,105.6,95.54,87.42,92.97
9,78.27,74.59,84.82,90.07,82.35,82.68,86.65,85.05,83.39,82.83,70.52,90.33,92.52,82.11,91.4,80.9,75.5,83.07,83.44,83.74,85.88,88.08,89.95,77.67,85.21,88.18,86.17,87.8,85.68,79.17,84.32,75.29,89.54,82.06,86.02,89.71,59.24,99.47,104.29,100.81,97.44,90.82,89.83,86.74,89.65,103.48,98.1,96.62,100.42,95.29,89.53
10,79.88,73.1,81.83,81.23,83.16,,84.28,82.6,90.17,86.45,70.2,84.92,86.61,84.22,91.97,87.44,76.65,84.15,82.97,85.64,89.75,85.33,86.14,80.42,85.22,76.29,84.49,86.48,85.39,86.65,80.11,72.41,89.67,79.82,88.89,93.51,68.3,91.26,,102.86,94.57,101.89,101.63,89.5,107.73,102.31,94.59,97.14,100.33,92.17,87.0
11,84.73,78.38,82.3,85.16,86.86,,83.46,87.33,91.98,86.4,75.18,89.26,88.43,84.34,94.41,86.34,75.73,82.09,81.29,86.87,85.91,82.11,85.64,78.27,88.12,89.29,85.2,86.1,85.31,89.14,83.59,75.15,91.32,88.32,92.11,86.91,66.0,86.47,,96.57,92.0,87.83,89.62,86.35,90.5,98.14,99.45,102.14,96.8,91.88,86.2
